section	source_file	source_sha256	freeze_id	stage	artifact_class	manuscript_placement	claim_ids	storage	path	size_bytes	sha256	evidence_commit	immutable_status	notes
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0144	Stage10I	governance_or_claim_file	main_or_governance	NA	local_git_worktree	manuscript_freeze/STAGE10I_R_NARRATIVE_ARCHITECTURE.md	10935	bcc44e9aa5914662a62646082969f33c519ec41c9a2a76cf2b6f62b9e6d6800a	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0145	Stage10I	tabular_result_or_audit	main_or_governance	NA	local_git_worktree	manuscript_freeze/STAGE10I_R_SECTION_CLAIM_MAP.tsv	9045	f0dc72749c20b02b03beb8d280883c7944e3a8129c3f3bc5a28f49ede273e28c	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0146	Project	governance_or_claim_file	supporting_reproducibility	NA	local_analysis_output_untracked_by_design	manuscript_freeze/SUPPLEMENT_BLUEPRINT.md	6982	d2723e4c522a5898c4d55b34cc035d72eb458f91bc9fe94d80542f3ef3da95f2	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0147	Project	governance_or_claim_file	supporting_reproducibility	NA	local_analysis_output_untracked_by_design	manuscript_freeze/TABLE_BLUEPRINT.md	6219	db517ccff235afebf0fdf842b6725c7466247bd5228bdb70f94b600c94fae4c7	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0148	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/.gitkeep	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0149	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/GSE8671_verified_pairs.tsv	17748	a8228d14983563beb5e756da9fb77b86d0bf32cdca948ef0466b0798eca9c5bc	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0150	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/annotation_evidence.tsv	5584	3d3e0a77dba1d9576a28474f662787a3b56c66a6f3a1f51a891aaf6910e82ada	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0151	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/data_dictionary.md	6449	f31d4f93a5dd2a425b21662cca3629e5bc69028fdcb56d033a1440f77578f153	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0152	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/dataset_manifest.tsv	643068	790a2870cfd728c8d91bebcc7b540debf3c28d699921e9258d1d364d6aab6951	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0153	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/download_plan.tsv	191917	c70193761dc20d1918d063fac5c9a7dcafa39e70b5dae4a4ec620340ca996059	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0154	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/exclusion_log.tsv	2162	a819dd5ae56820cda5bc7fab7010b34e5f4daecf3989cd214b2262a66a8b4cd0	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0155	Metadata	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	metadata/file_manifest.tsv	326613	8149428307c2663a2d0a374899dd70d15975f22afa3e2680ee650cd03e95f427	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0156	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE100179_samples.json	233714	89609d8688d6f122d68bcb8bd99093e4116945c36bbe2b37f5a260e514d1cb9c	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0157	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE132465_samples.json	251822	d972f33a567b9205ad6f3d9fba65eda3c0a6981c9eba327bbf9c5516cd396abe	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0158	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE161277_samples.json	72297	586051aac26b85c61afca34a530a5dccff0f0c957065d4707831026835252c69	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0159	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE201348_samples.json	844714	76b7fbbe954cc94604ec1457e311c5fd07fbd229b678198511d26465141e346f	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0160	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE201348_supplement_tables.json	51456	7c3654b56e105e48619b432c9f0f2b1b052912961c8f64ab71e60cdb9f56f406	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0161	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE226997_samples.json	30802	9af8812efa6e6869245ef18d0804d2e9e70bc20c69da184c248ebc7d6735f218	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0162	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE41657_samples.json	748612	8fc1a3dd31c0fe9fd4ca6d902ecc401b009413a4bd96574f884824c163f3f14f	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0163	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE8671_samples.json	400093	19131f939f2e692fe75746ca71ca8a76f4bc26cb594b472751af721784d46c96	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0164	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/GSE99573_samples.json	2025814	7449b3815862a593763f538f23f93eed51ac9373047db3f30c2690739b5cd460	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0165	Metadata	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	metadata/source_cache/TCGA-COAD_rnaseq_files.json	216838	81a3e8cce06be6d671e32a585703ced9bb6c3be0895ee43c6cbb5b2f25a06ddb	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0166	Project	tabular_result_or_audit	supporting_reproducibility	NA	local_git_worktree	modules_locked.tsv	80916	bfafb5890927a951d33a68aab1508cf35a7b995ad4906e7b7229ba22bdf9aec2	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0167	Project	report_or_provenance	supporting_reproducibility	NA	local_git_worktree	modules_locked.tsv.sha256	85	d05dc077d63e6f15d60ecf28e5f610f6ed07994519fe923eb432bf8324a62209	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0168	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/.gitkeep	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0169	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/analysis_protocol_v1.md	4322	3f6dd5c9312db1fe03765a5a3a92d2f7b29d18724c60ecb8407913b8c214e414	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0170	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/analysis_protocol_v1_amendment_6A.md	3951	350e2c156ab47a2798516fd5f9d8502387a9e76b8d1e2a0b2415a6daaa6ddfcc	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0171	Stage6B	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/stage_6B_regulatory_inference_plan.md	5169	0319ee1a177ea242e5c25006b6c9b4ab1a3e4dfab45c5cb1dcea0abd7d70de4e	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0172	Stage7	governance_or_claim_file	main_or_governance	NA	local_git_worktree	protocol/stage_7_singlecell_replication_plan.md	5836	1158cc920d0544afcce54d9e142091256f11c86dde347fb8aba8997feb41843a	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0173	Stage8B	governance_or_claim_file	main_or_governance	NA	local_git_worktree	protocol/stage_8B_bulk_validation_plan.md	5656	c33e6bc583f45691012c6621a88af6af9b73399828315a5c4217441c1473df88	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0174	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/stool_model_protocol.md	5075	c41fbd4b06ddb6aa8c2f5c859aeb67dcec0df139854f374e553015f70c205377	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0175	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/stool_model_test_once_plan.md	4267	d7ced7d9d83da977f208357b92e968a8b1524ea6162191d795b22aeb54a209f7	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0176	Governance	governance_or_claim_file	supporting_reproducibility	NA	local_git_worktree	protocol/stool_model_training_lock_plan.md	4912	283e89d579c3213b597d8d735099a6dc906c435c9b7ca0714ca25c958163f41c	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0177	Stage10D	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10D_TECH_ACCEPTANCE.md	5584	03db6a0d3a14a1dac00a969c62767d337df67176d493a3453c3610adbc258b7b	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0178	Stage10D	governance_or_claim_file	supplement_or_limit	NA	local_git_worktree	reports/STAGE10D_TECH_GATE_DECISION.md	919	9f9125322b11dbce05fc77ce1cccc013f133b151e42e4883d483bf1e95db1fc4	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0179	Stage10D	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10D_TECH_SUMMARY.md	521	1184b49a434e41a6ba26b4b52b9844177aee6b3d53c694328d29ab678514fdd9	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0180	Stage10E	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_ACCEPTANCE.md	2980	23338358a223ebe55106b3d40fbf5ecfbde83190e156df1aac2e96e9533a317d	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0181	Stage10E	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_DESC_ACCEPTANCE.md	2669	db594358ec3c70734a4d1f8c6286277e772e4183ee5f81c5b402718a6502c78b	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0182	Stage10E	governance_or_claim_file	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_DESC_GATE_DECISION.md	217	95b59963c168b5769012925ff7ca77c8035f8f1cf82aa92c0854084a75ce448a	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0183	Stage10E	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_DESC_SUMMARY.md	533	9ffa9398b5b9528605aa5013539d277b87aa40be296557322aba6a9a8dcae991	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0184	Stage10E	governance_or_claim_file	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_GATE_DECISION.md	1036	642b5debda611484ae94a6935c87800f06538e5579b9fbb8c320236f5befaab4	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0185	Stage10E	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10E_SUMMARY.md	216	71bd8800b0d14cfde939735e674414054007c84d8312b8c5c0480103d3f31063	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0186	Stage10FG	report_or_provenance	supplement_or_limit	NA	local_git_worktree	reports/STAGE10FG_CLOSE_SUMMARY.md	900	ecdd51de7f570299b0f14f94cd49b476c18868888efba4fb7046016140059e4e	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0187	Stage10H	governance_or_claim_file	main_or_governance	NA	local_git_worktree	reports/STAGE10H_ALIGN_GATE_DECISION.md	801	19a0b8cb8cb6e7b5d1b4e611febb45cd69ff31e38af074d4bfa7414abb49ada9	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0188	Stage10H	report_or_provenance	main_or_governance	NA	local_git_worktree	reports/STAGE10H_ALIGN_SUMMARY.md	963	c8f5651b0bbc897058439e8a9c5db5845bf2afe1d770cbd03cac40d28ba6a9d3	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0189	Stage10H	governance_or_claim_file	main_or_governance	NA	local_git_worktree	reports/STAGE10H_GATE_DECISION.md	1658	35c07b003271231fd867aec00bd8dc0a4d62d69ee10728f72356cb9084b0e1d6	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0190	Stage10H	report_or_provenance	main_or_governance	NA	local_git_worktree	reports/STAGE10H_SUMMARY.md	1265	6603e8360a078065d43ae2b0ce7af8562bdf689bf45ed2775463d8dbba2524e2	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0191	Stage10I	governance_or_claim_file	main_or_governance	NA	local_git_worktree	reports/STAGE10I_GATE_DECISION.md	557	3312a2c26438785ed2ff0eb5bed91a7e72290f6c272a8c12b06e235886510811	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0192	Stage10I	governance_or_claim_file	main_or_governance	NA	local_git_worktree	reports/STAGE10I_R_GATE_DECISION.md	420	74c3311b2f1f4c0da66c534b42d7a36ea717d93b88b769ae131edd9d6b3550c1	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
freeze_manifest	manuscript_freeze/RESULTS_FREEZE_MANIFEST.tsv	25a0bdbdfbf8b6f93d9b2c7d748f724ebd9c62780a8a74bc822a94d85a55fde6	F0193	Stage10I	report_or_provenance	main_or_governance	NA	local_git_worktree	reports/STAGE10I_R_SUMMARY.md	861	78c833fb7578ab34020f3495d8291deb8f37bba9da1ba2c1964b6ef8d569ab48	e0f18f35aae957cf1b837ac4bc709a2a8d07cdc0	FROZEN_NO_SILENT_OVERWRITE	Inclusion freezes provenance; it does not by itself authorize a manuscript claim.
